TOKEN|MORPH ANALYSIS|UPOS
kamasipala|ka-u-masipala|POSS
emphakathini|e-mu-phakathi-ini|N
kunamaprojekthi|ku-na-ma-projekthi|N
aqhubeka|a-qhubek-a|V
njalo|njalo|ADV
,|,|PUNC
njengokulungiswa|njenga-u-ku-lungis-w-a|ADV
komgwaqo|ku-omgwaqo|N
.|.|PUNC
Ezimweni|e-zi-mo-ini|N
ezifana|ezi-fan-a|REL
nalezo|na-lezo|ADV
indlela|i-n-dlela|N
echazwe|e-chaz-w-e|REL
lapha|lapha|CDEM
ngeke|nge-ke|COP
isebenze|i-sebenz-e|V
.|.|PUNC

Umkhandlu|u-m-khandlu|N
ungenza|u-nga-enz-a|V
imigomo|i-mi-gomo|N
mayelana|mayelana|ADV
nokuthi|na-ku-th-i|ADV
isaziso|i-si-aziso|N
somthetho|sa-u-m-thetho|POSS
kamasipala|ka-masipala|POSS
sizokwenziwa|si-zo-ku-enz-iw-a|V
kanjani|ka-njani|ADV
emphakathini|e-mu-phakathi-ini|N
,|,|PUNC
okungaba|oku-nga-ba|REL
yiphosta|y-i-phosta|COP
noma|noma|CONJ
iphephandaba|i-phephandaba|N
nomsakazo|na-u-m-sakazo|ADV
.|.|PUNC
Amalungu|a-ma-lungu|N
omphakathi|o-m-phakathi|REL
angenza|a-nga-enz-a|V
imibono|i-mi-bono|N
ebhaliwe|e-bhal-iw-e|REL
angayedlulisela|a-nga-i-yi-edlul-is-el-a|V
ehhovisi|e-hhovisi|N
likamasipala|li-ka-masipala|N
.|.|PUNC
Umkhandlu|u-m-khandlu|N
kufanele|ku-fanel-e|V
unikeze|u-nikez-e|V
ithuba|i-thuba|N
amalunga|a-ma-lunga|N
omphakathi|o-m-phakathi|REL
okungenzeka|oku-nga-enz-ek-a|REL
ukuthi|ukuthi|CONJ
awakwazi|a-wa-ku-az-i|V
ukufunda|u-ku-fund-a|V
nokubhala|na-u-ku-bhal-a|ADV
,|,|PUNC
noma|noma|CONJ
anokunye|a-na-oku-nye|REL
ukukhinyabezeka|u-ku-khinyabez-ek-a|V
okwenza|oku-enz-a|REL
kubenzima|ku-be-nzima|N
ukuba|ukuba|CONJ
alethe|a-leth-e|V
izethulo|i-zi-thulo|N
zawo|za-wo|POSS
.|.|PUNC

UMSEBENZI|umsebenzi|N
OSEMQOKA|o-semqoka|N
WEKOMIDI|wa-i-komidi|POSS
LESIGCEME|le-sigceme|CDEM
ukuqinisekisa|u-ku-qinisek-is-a|V
ukuthi|ukuthi|CONJ
izakhamizi|i-zakhamizi|N
zesigceme|ze-si-gceme|POSS
ziyambandakanywa|zi-ya-m-bandakany-w-a|V
futhi|futhi|CONJ
ziyaziswa|zi-ya-zis-w-a|V
ngezinqumo|nga-i-zin-qumo|ADV
zomkhandlu|zo-m-khandlu|POSS
ezithinta|ezi-thint-a|REL
izimpilo|i-zi-m-philo|N
zazo|za-zo|POSS
.|.|PUNC
Amakomidi|a-ma-komidi|N
Ezigceme|ezi-gceme|REL
angamehlo|a-nga-mehlo|REL
nezindlebe|na-i-zin-dlebe|ADV
zomphakathi|zo-u-mu-phakathi|POSS
nendlela|na-i-n-dlela|ADV
ebalulekile|e-balulek-il-e|REL
yokugqugquzela|ya-u-ku-gqugquzel-a|POSS
ukuzwana|u-ku-zw-an-a|V
phakathi|phakathi|ADV
komphakathi|ko-u-mu-phakathi|POSS
nomkhandlu|na-u-mu-khandlu|ADV
.|.|PUNC
Lokhu|lokhu|CDEM
kusho|ku-sh-o|V
ukuthi|ukuthi|CONJ
iKomidi|i-komidi|N
Lesigceme|le-sigceme|CDEM
kufanele|ku-fan-el-e|V
lithinte|li-thint-e|V
umphakathi|u-mu-phakathi|N
mayelana|mayela-ana|N
nentuthuko|na-i-n-tuthuko|ADV
nezinhlelo|na-i-zin-hlelo|N
zemisebenzi|za-i-mi-sebenzi|POSS
kahulumeni|ka-u-hulumeni|POSS
.|.|PUNC
Ukuxhumana|u-ku-xhum-an-a|V
kubalulekile|ku-balulek-il-e|V
ukuqinisekisa|u-ku-qinisek-is-a|V
ukuthi|ukuthi|CONJ
imibono|i-mi-bono|N
,|,|PUNC
imiqondo|i-mi-qondo|N
nemicabango|na-i-mi-cabango|ADV
yomphakathi|yo-m-phakathi|POSS
iyafakwa|i-ya-fak-w-a|V
ezinqumweni|ezi-n-qumo-ini|REL
ezimayelana|ezi-mayela-ana|REL
nokulethwa|no-ku-leth-w-a|ADV
kwezinsizakalo|kwa-i-zin-sizakalo|POSS
nentuthuko|na-i-n-tuthuko|ADV
.|.|PUNC

Ukukhuliswa|u-ku-khul-is-w-a|V
kwemisebenzi|kwa-i-mi-sebenzi|POSS
yamabhizinisi|ya-a-ma-bhizinisi|POSS
obudlelwane|o-bu-dlelwane|REL
bamazwe|ba-a-ma-zwe|POSS
ngamazwe|ng-a-ma-zwe|ADV
ukusekela|u-kwe-sekel-a|V
ukusabalala|u-ku-sabalal-a|V
kwesabelo|kwa-i-si-abelo|POSS
somhlaba|sa-u-mu-hlaba|POSS
wonke|wo-nke|PRO
sezimakethe|sa-i-zi-makethe|POSS
zaseNingizimu|za-s-e-Ningizimu|POSS
Afrika|Afrika|N
.|.|PUNC

Inselelo|i-n-selelo|N
yokuqala|ya-u-ku-qal-a|POSS
yokuphathwa|yo-ku-phath-w-a|POSS
kwephrojekthi|kwa-i-phrojekthi|POSS
ukuqinisekisa|u-ku-qinisek-is-a|V
ukuthi|ukuthi|CONJ
iphrojekthi|i-phrojekthi|N
ilethwa|i-leth-w-a|V
ngesikhathi|nga-i-si-khathi|ADV
leso|leso|CDEM
esinqunyiwe|esi-nquny-iw-e|REL
.|.|PUNC
Eyesibili|e-ye-si-bili|REL
,|,|PUNC
enzima|e-nzima|REL
kakhulu|ka-khulu|ADV
,|,|PUNC
ukuqinisekisa|u-ku-qinisek-is-a|V
ukuthi|ukuthi|CONJ
okuningi|oku-ningi|ADJ
kwenziwa|ku-enz-iw-a|V
ngemali|nga-i-n-mali|ADV
ebekelwe|e-bek-el-w-e|REL
yona|yona|PRO
kanye|ka-nye|ADV
nezinye|na-ezin-nye|ADV
izinsizakusebenza|i-zin-sizakusebenza|N
ezikhona|ezi-khona|REL
ukuphumelelisa|u-ku-phumelelisa|N
izinjongo|i-zin-jongo|N
zephrojekthi|ze-phrojekthi|POSS
.|.|PUNC

Ukuhlela|u-ku-hlela|N
ukuthi|u-ku-th-i|V
iphrojekthi|i-phrojekthi|N
kuyomele|ku-yo-mel-e|V
yenziwe|i-enz-iw-e|V
kanjani|ka-njani|ADV
-|-|PUNC
lokhu|lokhu|CDEM
kuphinde|ku-phind-e|V
kwaziwe|ku-az-iw-e|V
ngokuthi|nga-u-ku-th-i|ADV
yisigaba|y-i-si-gaba|COP
sokwakha|sa-u-ku-akh-a|POSS
noma|noma|CONJ
sokuhlanganisa|sa-u-ku-hlangan-is-a|POSS
noma|noma|CONJ
yisigaba|y-i-si-gaba|COP
sokuhlela|sa-u-ku-hlel-a|POSS
ukusebenza|u-ku-sebenz-a|V
.|.|PUNC

Izimo|i-zi-mo|N
nezidingo|na-i-zi-dingo|ADV
kungaguquka|ku-nga-guquka|N
ngesikhathi|nga-i-si-khathi|ADV
abantu|a-ba-ntu|N
abasha|aba-sha|ADJ
befika|be-fik-a|V
endaweni|e-n-dawo-ini|N
,|,|PUNC
izidingo|i-zi-dingo|N
ezindala|ezin-dala|ADJ
kungenzeka|ku-nga-enz-ek-a|V
ukuba|ukuba|CONJ
sekwabhekwana|se-kwa-bhek-w-an-a|V
nazo|na-zo|ADV
,|,|PUNC
kanti|kanti|CONJ
ezintsha|ezin-sha|ADJ
zisadinga|zi-sa-ding-a|V
ukubhekwa|u-ku-bhek-w-a|V
.|.|PUNC

Endaweni|e-n-dawo-ini|N
esemadolobheni|e-se-ma-dolobha-ini|REL
amalungu|a-ma-lungu|N
amakomiti|a-ma-komiti|N
amawadi|a-ma-wadi|N
kufanele|ku-fan-el-e|V
bamele|ba-mel-e|POSS
amaqembu|a-ma-qembu|N
athile|a-th-ile|REL
,|,|PUNC
isibonelo|i-si-bonelo|N
,|,|PUNC
amaqembu|a-ma-qembu|N
amakholwa|a-ma-kholwa|N
,|,|PUNC
amaqembu|a-ma-qembu|N
abesifazane|a-be-si-fazane|N
,|,|PUNC
amaqembu|a-ma-qembu|N
entsha|en-sha|ADJ
,|,|PUNC
isigaba|i-si-gaba|N
sezempilo|se-ze-m-philo|POSS
,|,|PUNC
amaqembu|a-ma-qembu|N
ezemidlalo|e-ze-mi-dlalo|REL
,|,|PUNC
abezezakhamuzi|abe-ze-zi-akhamuzi|REL
,|,|PUNC
kanye|kanye|CONJ
nezinhlangano|na-i-zin-hlangano|ADV
zabakhokhi|za-abakhokhi|POSS
bentela|ba-i-n-thela|POSS
.|.|PUNC

ZONKE|zo-nke|PRO
IZAKHAMIZI|i-zi-akhamizi|N
KUMELE|ku-mel-e|V
UKUBA|ukuba|CONJ
ZIPHATHWE|z-iphathw-e|V
NGOBUMNENE|nga-u-bu-mnene|ADV
FUTHI|futhi|CONJ
ZICATSHANGELWE|zi-cabang-el-w-e|V
.|.|PUNC

Impendulo|i-m-pendulo|N
:|:|PUNC
Esikhundleni|e-si-khundla-ini|N
sokuvula|sa-u-ku-vul-a|POSS
ithenda|i-thenda|N
umkhandlu|u-m-khandlu|N
ukhetha|u-kheth-a|V
ukuqasha|u-ku-qash-a|V
inkontileka|i-n-kontileka|N
X|X|ABBR
uthi|u-th-i|V
unegunya|u-na-i-li-gunya|N
lokwenza|la-u-ku-enz-a|POSS
lokho|lokho|CDEM
.|.|PUNC

Imisebenzi|i-mi-sebenzi|N
yezezimali|ya-i-za-i-zi-mali|POSS
eqinile|e-qin-ile|REL
ukwehlisa|u-ku-ehl-is-a|V
izindleko|i-zin-dleko|N
zabo|za-bo|POSS
nokuthuthukisa|na-u-ku-thuthuk-is-a|ADV
ukufinyelela|u-ku-finyelel-a|V
emabhizinisini|e-ma-bhizinisi-ini|N
amancane|ama-ncane|ADJ
nalingene|na-lingan-il-e|ADV
.|.|PUNC

Leso|leso|CDEM
naleso|na-leso|ADV
sigaba|si-gaba|N
siqukethe|si-qukath-il-e|V
imicimbi|i-mi-cimbi|N
ethile|e-thile|REL
lapho|lapho|CONJ
kungasetshenziswa|ku-nga-sebenz-is-w-a|V
khona|khona|PRO
ithuluzi|i-thuluzi|N
noma|noma|CONJ
amathuluzi|a-ma-thuluzi|N
ohlelo|a-u-lu-hlelo|POSS
lwe-CBP|lwa-i-CBP|POSS
.|.|PUNC

Kumele|ku-mel-e|V
kube|ku-b-e|V
yinjongo|y-i-n-jongo|N
yabo|ya-bo|POSS
bonke|bo-nke|PRO
abasebenzi|a-ba-sebenzi|N
bezentuthuko|beze-ntuthuko|POSS
(|(|PUNC
uhulumeni|u-hulumeni|N
,|,|PUNC
umasipala|u-masipala|N
noma|noma|CONJ
abasebenzi|a-ba-sebenzi|N
bosizo|ba-usizo|POSS
lwangaphandle|lwa-nga-phandle|POSS
)|)|PUNC
ukwakha|u-ku-akh-a|V
imiphakathi|i-mi-phakathi|N
uma|uma|CONJ
belawula|be-lawul-a|V
amaphrojekthi|a-ma-phrojekthi|N
akuyo|a-ku-yo|REL
.|.|PUNC
Imiphakathi|i-mi-phakathi|N
abesifazane|a-be-si-fazane|N
yizinhlobo|y-i-zin-hlobo|N
ezifanele|ezi-fanel-e|REL
zentuthuko|za-n-tuthuko|POSS
,|,|PUNC
ikakhulukazi|i-ka-khulukazi|N
uma|uma|CONJ
ibandakanyeka|i-bandakany-ek-a|V
kumaphrojekthi|ku-ma-phrojekthi|N
ayithintayo|a-yi-thint-a-yo|V
.|.|PUNC
Uma|uma|CONJ
ifunda|i-fund-a|V
ukuphumelela|u-ku-phumelel-a|V
entuthukweni|e-n-tuthuko-ini|REL
yomphakathi|ya-u-mu-phakathi|POSS
,|,|PUNC
imiphakathi|i-mi-phakathi|N
iyosebenzisa|i-yo-sebenz-is-a|V
izinto|i-zi-nto|N
ezifundile|ezi-fund-ile|REL
kwezinye|kwa-ezin-nye|POSS
izingxenye|izi-ngxenye|N
zempilo|za-i-n-philo|POSS
yayo|ya-yo|POSS
.|.|PUNC
Iyofunda|i-yo-fund-a|V
ukuhlela|u-ku-hlel-a|V
ngendlela|nga-n-dlela|ADV
enempumelelo|e-na-m-pumelelo|REL
futhi|futhi|CONJ
namakhono|na-a-ma-khono|ADV
obuholi|obu-holi|REL
ayoqina|ayo-qin-a|V
.|.|PUNC

Ukunikeza|u-ku-nikez-a|V
amandla|a-ma-ndla|N
-|-|PUNC
lokhu|lokhu|CDEM
kusho|ku-sh-o|V
ukuba|u-ku-b-a|V
nolawulo|na-o-lawulo|ADV
kuzinqumo|ku-zin-qumo|N
kanye|ka-nye|ADV
nasezindabeni|na-s-e-zi-n-daba-ini|ADV
ezithinta|ezi-thint-a|V
impilo|i-n-philo|N
yomuntu|ya-u-mu-ntu|POSS
.|.|PUNC
Kusho|ku-sho|N
ukumelwa|u-ku-melwa|N
ezinhlelweni|e-i-zin-hlelo-ini|N
zokuthatha|za-uku-thath-a|POSS
izinqumo|i-zin-qumo|N
kanye|ka-nye|ADV
nolawulo|na-o-lawulo|ADV
ekwabiweni|e-ku-ab-iw-a-ini|V
kwezinsiza|kwa-i-zin-siza|POSS
.|.|PUNC
Kudinga|ku-ding-a|V
imizamo|i-mi-zamo|N
eyinhloso|e-y-i-n-hloso|REL
ethathayo|e-thath-a-yo|REL
ukushintsha|u-ku-shintsh-a|V
isimo|i-si-mo|N
lapho|lapho|CDEM
abesifazane|a-be-si-fazane|N
bengamelwe|ba-nga-mel-w-e|POSS
khona|kho-na|PRO
ngokwanele|ngo-kwa-nele|ADV
ekuthathweni|e-ku-thath-w-a-ini|V
kwezinqumo|kwa-i-zin-qumo|POSS
.|.|PUNC
Ukubamba|u-ku-bamb-a|V
iqhaza|i-li-qhaza|N
ezinhlelweni|e-i-zin-hlelo-ini|N
zokuhlela|za-u-ku-hlel-a|POSS
kanye|ka-nye|ADV
nokuthatha|na-u-ku-thath-a|ADV
izinqumo|i-zin-qumo|N
kunomhlomulo|ku-na-mhlomulo|N
owengeziwe|o-w-engez-iw-e|V
wokukhuphula|wa-uku-khuphul-a|POSS
umuzwa|u-mu-zwa|N
wokuzinikela|wo-ku-zi-nikel-a|POSS
kubunikazi|ku-bunikazi|N
bezinhloso|ba-i-zin-hloso|POSS
zohlelo|za-u-lu-hlelo|POSS
.|.|PUNC

UMBUZO|U-mbuzo|N
6|6|NUM
Kusetshenziswa|ku-setshenziswa|N
kanjani|ka-njani|ADV
?|?|PUNC
Ngubani|ngubani|INT
okusebenzisayo|oku-sebenz-is-a-yo|REL
?|?|PUNC

Lungiselela|lung-is-elel-a|V
ukubhalwa|u-ku-bhal-w-a|V
kohlelo|kwa-u-lu-hlelo|POSS
kusenesikhathi|ku-se-ne-si-khathi|N
ngoba|ngoba|CONJ
kungaba|ku-nga-b-a|V
nesidingo|na-i-si-dingo|ADV
sokuhlela|sa-ku-hlel-a|POSS
ama-laptop|a-ma-laptop|N
noma|noma|CONJ
amakhompyutha|a-ma-khompyutha|N
okubhala|oku-bhal-a|REL
.|.|PUNC

Ukunciphisa|u-ku-nciph-is-a|V
ukukhiqizeka|u-ku-khiqiz-ek-a|V
kwegesi|kwa-i-li-gesi|POSS
egcina|e-gcin-a|REL
ukushisa|u-ku-sh-is-a|V
nokuthuthukiswa|na-u-ku-thuthuk-is-w-a|ADV
kokusetshenziswa|kwa-u-ku-sebenz-is-w-a|POSS
kahle|ka-hle|ADV
kukagesi|ku-ka-gesi|POSS
.|.|PUNC

Qinisekisa|qinis-ek-is-a|V
ukuthi|u-ku-th-i|V
iqembu|i-qembu|N
liyawuqondisisa|li-ya-wu-qondis-is-a|V
umehluko|u-mu-hluko|N
ngaphakathi|nga-phakathi|ADV
'|'|PUNC
kokusemqoka|ku-oku-s-e-m-qoka|POSS
'|'|PUNC
kanye|ka-nye|ADV
'|'|PUNC
nokufinyeleleka|no-ku-finyelel-ek-a|COP
'|'|PUNC
.|.|PUNC
Lawa|lawa|CDEM
magama|ma-gama|N
angahunyushelwa|a-nga-hunyush-el-w-a|REL
olimini|o-u-limi-ini|N
lwendawo|lwe-i-n-dawo|POSS
.|.|PUNC

Ukuhlinzeka|u-ku-hlinzek-a|V
ngemisebenzi|nga-i-mi-sebenzi|ADV
esemqoka|e-s-e-m-qoka|REL
evumela|e-vum-el-a|REL
abantu|a-ba-ntu|N
ukuthuthukisa|u-ku-thuthuk-is-a|V
ukukwazi|u-ku-ku-az-i|V
kwabo|kwa-bo|POSS
ukusebenza|u-ku-sebenz-a|V
ukuze|ukuze|CONJ
basebenzise|ba-sebenz-is-e|V
amathuba|a-ma-thuba|N
asezweni|a-s-e-zwe-ini|REL
,|,|PUNC
bakwazi|ba-ku-az-i|V
ukubamba|u-ku-bamb-a|V
iqhaza|i-li-qhaza|N
emiphakathini|e-i-mi-phakathi-ini|N
yabo|ya-bo|POSS
ngokukhokha|nga-u-ku-khokh-a|ADV
nokudluliselwa|na-u-ku-dlul-is-el-w-a|ADV
kwamakhono|kwa-a-ma-khono|POSS
.|.|PUNC

Kusukela|ku-suk-el-a|V
ngasekupheleni|nga-s-e-ku-phel-en-i|ADV
kwekhulu|kwa-i-li-khulu|POSS
leminyaka|la-i-mi-nyaka|POSS
ye-19|ye-19|POSS
,|,|PUNC
iNingizimu|i-Ningizimu|N
Afrika|Afrika|N
beyisebenzisa|ba-yi-sebenz-is-a|POSS
umcebo|u-mu-cebo|N
wayo|wa-yo|POSS
wokumbiwa|wo-ku-m-biwa|POSS
phansi|phansi|ADV
ngokunakekela|ngo-uku-nakek-iw-a|ADV
noma|noma|CONJ
ngokungayinakekeli|nga-u-ku-nga-yi-nakekel-i|ADV
nhlobo|n-hlobo|N
imvelo|i-n-velo|N
.|.|PUNC
Izinguquko|i-zin-guquko|N
ziyadingeka|zi-ya-ding-ek-a|V
ukuvikela|u-ku-vikel-a|V
imvelo|i-n-velo|N
ngesikhathi|nga-i-si-khathi|ADV
izwe|i-li-zwe|N
livunyelwa|li-vunyelw-a|V
ukuthi|ukuthi|CONJ
lizuze|li-zuze|N
kokumbiwa|ku-oku-mb-iw-a|POSS
phansi|phansi|ADV
kwalo|kwa-lo|POSS
.|.|PUNC
Ukwengeza|u-ku-engez-a|V
emnothweni|e-mnotho-ini|N
osemqoka|o-s-e-m-qoka|REL
ongenakusetshenziswa|o-nge-na-ku-sebenz-w-a|V
kabusha|ka-bu-sha|ADV
wokumbiwa|wo-ku-m-biwa|POSS
phansi|phansi|ADV
,|,|PUNC
izisetshenziswa|i-zi-setshenziswa|N
zemvelo|ze-m-velo|POSS
zezwe|za-i-li-zwe|POSS
zibandakanya|zi-bandakany-a|V
izilwandle|i-zi-lwandle|N
zalo|za-lo|POSS
,|,|PUNC
inhlabathi|i-n-hlabathi|N
,|,|PUNC
amanzi|a-ma-nzi|N
,|,|PUNC
ukwahlukana|u-ku-ahlukan-a|V
kokuphilayo|ko-ku-phila-yo|POSS
emhlabeni|e-u-mu-hlaba-ini|N
,|,|PUNC
ukukhanya|u-ku-khanya|N
kwelanga|kwe-langa|POSS
nogu|na-ugu|ADV
olude|olu-de|REL
.|.|PUNC

Azikho|a-zi-kho|ADV
izindawo|i-zin-dawo|N
zemidlalo|z-i-mi-dlalo|POSS
kusiGceme|ku-si-gceme|N
A.|A.|FOR
Lokhu|lokhu|CDEM
kulimaza|ku-limaz-a|V
intsha|i-n-tsha|N
ema|e-ma|N
emakhoneni|ee-ma-khona-ini|N
emigwaqo|i-mi-gwaqo|N
,|,|PUNC
ngesinye|nga-i-si-nye|ADV
isikhathi|i-si-khathi|N
iphuze|i-phuz-e|V
ilwe|i-lw-e|V
.|.|PUNC
Amasonto|a-ma-sonto|N
endawo|e-n-dawo|N
ahlangene|a-hlangan-e|V
ukuxoxisana|u-ku-xox-is-an-a|V
ngokuthi|nga-u-ku-th-i|ADV
ingaxazululwa|i-nga-xazulul-w-a|V
kanjani|ka-njani|ADV
le|le|CDEM
nkinga|n-kinga|N
.|.|PUNC
Aye|a-ye|REL
kwiKomidi|ku-i-komidi|N
LesiGceme|lesi-gceme|CDEM
.|.|PUNC
Udaba|Udaba|N
luxoxwe|lu-xox-w-e|V
eKomidini|e-komidi-ini|N
LesiGceme|le-sigceme|CDEM
elivumile|eli-vum-il-e|REL
ukuthi|ukuthi|CONJ
ikhansela|i-li-khansela|N
lesigceme|lesi-gceme|REL
lizolwethula|li-zo-lwethula|N
emhlanganweni|e-u-mu-hlangano-ini|N
olandelayo|o-landel-a-yo|V
womkhandlu|wa-u-mu-khandlu|POSS
nokucela|na-u-ku-cel-a|ADV
umkhandlu|u-mu-khandlu|N
ukubiza|u-ku-biz-a|V
umhlangano|u-mu-hlangano|N
nababambe|na-ba-bamb-e|ADV
iqhaza|i-li-qhaza|N
kuhlanganisa|ku-hlangan-is-a|V
nabamabhizinisi|na-ba-ma-bhizinisi|ADV
,|,|PUNC
izinhlangano|i-zin-hlangano|N
zentsha|z-i-n-tsha|POSS
,|,|PUNC
izinhlangano|i-zin-hlangano|N
zamasonto|za-a-ma-sonto|POSS
njll|njll|ABBR
.|.|PUNC
IKomidi|i-komidi|N
LesiGceme|le-sigceme|CDEM
lisize|li-siz-e|V
ngokuhlangana|nga-u-ku-hlangan-a|ADV
nalabo|na-labo|ADV
okubanjiswene|oku-banjiswene|REL
nabo|na-bo|ADV
ukubazisa|u-ku-ba-zis-a|V
ngenkinga|nga-i-n-kinga|ADV
nesizathu|na-i-si-zathu|ADV
somhlangano|so-mhlangano|POSS
walabo|wa-labo|POSS
okubanjiswene|oku-banjiswene|REL
nabo|na-bo|ADV
.|.|PUNC
Imiphakathi|i-mi-phakathi|N
yamasonto|ya-a-ma-sonto|POSS
ivumile|i-vum-il-e|V
ukusebenzisana|u-ku-sebenz-is-an-a|V
ukuletha|u-ku-leth-a|V
izinhlelo|i-zin-hlelo|N
nemisebenzi|na-i-mi-sebenzi|ADV
engazimbandakanya|e-nga-zi-m-bandakanya|REL
kuyo|ku-yo|PRO
intsha|i-n-tsha|N
.|.|PUNC

Amakomidi|a-ma-komidi|N
Ezigceme|ezi-gceme|REL
kumele|ku-mel-e|V
ukuba|ukuba|CONJ
anikezwe|a-nikez-w-e|V
ulwazi|u-lu-azi|N
mayelana|mayela-ana|N
nokuphuma|no-ku-phum-a|ADV
nokungena|na-u-ku-ngen-a|ADV
kwemali|kwa-i-n-mali|POSS
kumasipala|ku-masipala|N
.|.|PUNC
'|'|PUNC
Ukuphuma|u-ku-phuma|N
nokungena|na-u-ku-ngen-a|ADV
kwemali|kwa-i-n-mali|POSS
'|'|PUNC
kushiwo|ku-sh-iw-o|V
ukuphuma|u-ku-phuma|N
nokungena|na-u-ku-ngen-a|ADV
kwemali|kwa-i-n-mali|POSS
e-akhawuntini|e-akhawunti-ini|N
yasebhange|ya-s-e-bhange|POSS
kamasipala|ka-u-masipala|POSS
.|.|PUNC

Umsebenzi|u-mu-sebenzi|N
3|3|NUM
Khetha|kheth-a|V
ezimbili|ezin-bili|ADJ
zezinyathelo|ze-i-zi-nyathelo|POSS
ozihlonze|o-zi-hlonz-e|REL
Emsebenzini|e-mu-sebenzi-ini|N
we-|we|POSS
2|2|NUM
.|.|PUNC
Nquma|nqum-a|V
ukuthi|ukuthi|CONJ
yini|yini|INT
ozoyenza|o-zo-yi-enz-a|V
ukusiza|u-ku-siz-a|V
Ikomidi|i-komidi|N
Lesigceme|lesi-gceme|POSS
sakho|sa-kho|POSS
ukuthatha|u-ku-thath-a|V
lezi|lezi|CDEM
zinyathelo|zi-nyathelo|N
.|.|PUNC

Nokungabi|na-u-ku-nga-bi|ADV
nokwethemba|no-kwe-themb-a|ADV
-|-|PUNC
izakhamizi|i-zakhamizi|N
kungenzeka|ku-nga-enz-ek-a|V
zingabi|zi-nga-bi|V
nokwethemba|no-kwe-themb-a|ADV
abaholi|a-ba-holi|N
abakhethiwe|aba-kheth-iw-e|REL
,|,|PUNC
amalungu|a-ma-lungu|N
Ekomiti|e-komiti|POSS
Lewadi|le-wadi|POSS
kanye|ka-nye|ADV
/|/|PUNC
noma|noma|CONJ
abasebenzi|a-ba-sebenzi|N
bakamasipala|ba-ka-masipala|POSS
ukuthi|ukuthi|CONJ
bangethula|ba-nge-thul-a|V
izinhlelo|i-zin-hlelo|N
namaphrojekthi|na-a-ma-phrojekthi|ADV
ngempumelelo|nge-m-pumelelo|ADV
.|.|PUNC
Lokhu|lokhu|CDEM
kungaba|ku-nga-ba|COP
ngumphumela|ngu-m-phumela|COP
wolwazi|wo-lu-azi|POSS
ngempilo|nga-m-philo|ADV
lwesikhathi|lwe-i-si-khathi|POSS
esedlule|e-se-dlul-e|REL
noma|noma|CONJ
ukungabi|u-ku-nga-bi|COP
nalo|na-lo|ADV
ulwazi|u-lu-azi|N
.|.|PUNC
Amalungu|a-ma-lungu|N
Ekomiti|e-komiti|POSS
Lewadi|le-wadi|POSS
kumele|ku-mel-e|V
athole|a-thol-e|V
izindlela|i-zin-dlela|N
zokugqugquzela|zoku-gqugquzel-a|V
nokwakha|no-ku-akh-a|ADV
ukwethembana|u-kwe-thembana|N
nokwethemba|no-kwe-themb-a|ADV
ukuthi|ukuthi|CONJ
ukubamba|u-ku-bamb-a|V
iqhaza|i-qhaza|N
komphakathi|ko-u-mu-phakathi|POSS
kunanoma|ku-na-noma|N
yimuphi|y-i-mi-phi|COP
umphumela|u-m-phumela|N
noma|noma|CONJ
incazelo|i-n-ncazelo|N
.|.|PUNC

Uma|uma|CONJ
sibheka|si-bhek-a|V
ngasohlangothini|nga-s-o-u-lu-hlangothi-ini|ADV
lwezombusazwe|lwa-e-za-mbusazwe|POSS
,|,|PUNC
intando|i-n-thando|N
yeningi|ya-i-li-ningi|POSS
yenze|i-enz-e|V
inqubekela|i-n-qhubekela|N
phambili|phambili|ADV
engalingani|e-nga-lingan-i|REL
.|.|PUNC
Udlame|u-lu-dlame|N
lwakamuva|lwa-ka-mu-va|POSS
eNyakatho|e-nyakatho|ADV
Afrika|Afrika|N
luyisikhumbuzo|lu-y-i-si-khumbuzo|N
esicacile|esi-cac-il-e|REL
sezingozi|sa-i-zi-ngozi|POSS
zokungabusi|za-uku-nga-bus-i|POSS
ngendlela|nga-i-n-dlela|ADV
nezikhungo|na-i-zi-khungo|ADV
ezibuthakathaka|ezi-bu-thakathaka|REL
ezivumela|ezi-vum-el-a|REL
abambalwa|aba-mbalwa|ADJ
ukuthi|ukuthi|CONJ
banothe|ba-noth-e|V
ngamandla|nga-mandla|ADV
abanye|aba-nye|ADJ
abantu|a-ba-ntu|N
.|.|PUNC

Izindawo|i-zin-dawo|N
ngokwebalazwe|nga-u-kwe-balazwe|ADV
ezenza|ezi-enz-a|REL
isigceme|i-si-gceme|N
ziyanxuswa|zi-ya-nxusw-a|V
ukuthi|ukuthi|CONJ
zithumele|zi-thum-el-e|V
abantu|a-ba-ntu|N
bazo|ba-zo|POSS
ezibakhethile|ezi-ba-kheth-ile|REL
ukusebenza|u-ku-sebenz-a|V
njengamalunga|njenga-a-ma-lunga|ADV
eKomidi|e-komidi|N
Lesigceme|le-sigceme|CDEM
.|.|PUNC

Goqa|goq-a|V
ngokuqoqela|nga-u-ku-qoq-el-a|ADV
ndawonye|n-dawonye|N
isigaba|i-si-gaba|N
ngasinye|nga-si-nye|ADV
.|.|PUNC

Indawo|i-n-dawo|N
yaseNingizimu|ya-s-e-Ningizimu|POSS
Afrika|Afrika|N
ibonakala|i-bonakal-a|V
ngamazinga|nga-a-ma-zinga|ADV
aphezulu|a-phezulu|REL
